Input file name: Sed100_Sample_In.csv
Delta x, Delta y, Delta d, time to look ahead: 
  5, 500,   0.300,   0.301
Part. #, ID 1st image, # images, ave. time, ave. x, ave. dia., slope, rms residuals
     176,    5.07,    5.07,        20.15,    16.77,   654.50,   633.00,   645.00,   625.00,    33,
     177,    5.61,    5.61,        24.76,    16.77,   489.00,   569.00,   479.00,   561.00,    34,
     178,    4.69,    4.69,        17.27,    16.77,   694.00,   538.50,   685.00,   531.00,    35,
     179,    4.84,    4.84,        18.42,    16.77,   698.50,   518.00,   689.00,   510.00,    36,
     180,    6.17,    6.17,        29.94,    16.77,   504.50,   481.50,   494.00,   473.00,    37,
     181,    6.11,    6.11,        29.36,    16.77,   576.50,   308.00,   566.00,   299.00,    38,
     182,    4.77,    4.77,        17.85,    16.77,   706.00,   219.50,   697.00,   211.00,    39,
     183,    4.99,    4.99,        19.58,    16.77,   672.00,   163.50,   664.00,   155.00,    40,
     184,    4.92,    4.92,           19,    16.77,   841.50,   159.00,   833.00,   150.00,    41,
     187,    5.07,    5.07,        20.15,    16.82,   601.00,   856.00,   591.00,   848.00,    20,
     188,    4.69,    4.69,        17.27,    16.82,   654.00,   846.00,   645.00,   838.00,    33,
     189,    5.28,    5.28,        21.88,    16.82,   489.00,   781.00,   479.00,   773.00,    31,
     190,    4.84,    4.84,        18.42,    16.82,   695.50,   751.50,   686.00,   744.00,    35,
     191,    4.37,    4.37,        14.97,    16.82,   699.00,   730.00,   691.00,   722.00,    36,
     192,    5.55,    5.55,        24.18,    16.82,   505.50,   690.00,   495.00,   682.00,    37,
     193,    5.74,    5.74,        25.91,    16.82,   577.00,   518.00,   567.00,   510.00,    38,
     194,    4.99,    4.99,        19.58,    16.82,   706.50,   433.00,   697.00,   425.00,    39,
     195,    4.92,    4.92,           19,    16.82,   673.00,   376.50,   665.00,   368.00,    40,
     196,    4.53,    4.53,        16.12,    16.82,   843.50,   370.00,   835.00,   362.00,    41,
     197,    6.11,    6.11,        29.36,    16.82,   764.00,   259.00,   754.00,   250.00,    42,
     198,    5.61,    5.61,        24.76,    16.82,   772.50,   184.00,   763.00,   175.00,    43,
     199,    5.81,    5.81,        26.49,    16.82,   615.00,   157.50,   605.00,   148.00,    44,
     202,    5.28,    5.28,        21.88,    16.85,   577.50,   730.50,   567.00,   722.00,    38,
     203,    4.61,    4.61,         16.7,    16.85,   707.50,   648.00,   699.00,   640.00,    39,
     204,    4.92,    4.92,           19,    16.85,   673.00,   592.00,   665.00,   584.00,    40,
     205,    4.53,    4.53,        16.12,    16.85,   843.50,   582.00,   835.00,   574.00,    41,
     206,    5.99,    5.99,        28.21,    16.85,   764.00,   472.00,   754.00,   463.00,    42,
     207,    5.74,    5.74,        25.91,    16.85,   773.00,   398.00,   763.00,   389.00,    43,
     208,    6.23,    6.23,        30.52,    16.85,   615.50,   370.00,   605.00,   361.00,    44,
     209,    5.61,    5.61,        24.76,    16.85,   648.50,   194.00,   639.00,   185.00,    45,
     210,    5.81,    5.81,        26.49,    16.85,   747.50,   155.50,   738.00,   146.00,    46,
     211,    5.42,    5.42,        23.03,    16.90,   578.00,   867.00,   568.00,   859.00,    38,
     212,    4.19,    4.19,        13.82,    16.90,   707.00,   786.50,   699.00,   779.00,    25,
     213,    4.84,    4.84,        18.42,    16.90,   673.50,   730.50,   665.00,   722.00,    40,
     214,    4.45,    4.45,        15.55,    16.90,   843.00,   719.00,   835.00,   711.00,    41,
     215,    5.35,    5.35,        22.46,    16.90,   764.50,   610.00,   755.00,   602.00,    42,
     216,    5.21,    5.21,         21.3,    16.90,   773.00,   536.00,   763.00,   528.00,    43,
     217,    5.87,    5.87,        27.06,    16.90,   616.00,   507.00,   606.00,   498.00,    44,
     218,    5.61,    5.61,        24.76,    16.90,   649.00,   332.50,   639.00,   324.00,    45,
     219,    5.93,    5.93,        27.64,    16.90,   748.00,   293.00,   738.00,   284.00,    46,
     220,    5.61,    5.61,        24.76,    16.90,   483.50,    52.00,   474.00,    43.00,    47,
     223,    5.42,    5.42,        23.03,    16.94,   765.00,   806.00,   755.00,   797.00,    42,
     224,    4.92,    4.92,           19,    16.94,   773.50,   733.00,   764.00,   725.00,    43,
     225,    5.42,    5.42,        23.03,    16.94,   617.00,   703.00,   607.00,   695.00,    44,
     226,    5.42,    5.42,        23.03,    16.94,   649.50,   531.00,   640.00,   522.00,    45,
     227,    5.42,    5.42,        23.03,    16.94,   749.00,   490.50,   740.00,   482.00,    46,
     228,    5.42,    5.42,        23.03,    16.94,   484.50,   249.50,   475.00,   241.00,    47,
     229,    6.11,    6.11,        29.36,    16.94,   526.50,   149.50,   516.00,   140.00,    48,
     230,    5.55,    5.55,        24.18,    16.94,   635.50,    79.00,   626.00,    70.00,    49,
     232,    4.84,    4.84,        18.42,    16.99,   650.00,   768.00,   640.00,   760.00,    45,
     233,    4.92,    4.92,           19,    16.99,   748.50,   726.00,   739.00,   718.00,    46,
     234,    5.07,    5.07,        20.15,    16.99,   485.00,   485.50,   475.00,   478.00,    47,
     235,    5.87,    5.87,        27.06,    16.99,   527.00,   382.00,   517.00,   373.00,    48,
     236,    5.68,    5.68,        25.33,    16.99,   636.00,   316.00,   626.00,   307.00,    49,
     237,    5.68,    5.68,        25.33,    16.99,   558.00,   226.00,   548.00,   217.00,    50,
     238,    5.68,    5.68,        25.33,    16.99,   435.00,   146.00,   425.00,   137.00,    51,
     240,    4.69,    4.69,        17.27,    17.04,   485.00,   715.50,   476.00,   708.00,    34,
     241,    5.93,    5.93,        27.64,    17.04,   527.50,   609.00,   517.00,   601.00,    48,
     242,    5.35,    5.35,        22.46,    17.04,   637.00,   548.00,   627.00,   540.00,    49,
     243,    5.81,    5.81,        26.49,    17.04,   559.00,   457.00,   549.00,   448.00,    50,
     244,    5.07,    5.07,        20.15,    17.04,   436.50,   375.50,   427.00,   367.00,    51,
     245,    5.28,    5.28,        21.88,    17.04,   722.00,   124.00,   713.00,   115.00,    52,
     246,    5.87,    5.87,        27.06,    17.04,   618.00,    84.00,   608.00,    75.00,    53,
     247,    5.28,    5.28,        21.88,    17.04,   736.50,    52.00,   728.00,    43.00,    54,
     248,    4.28,    4.28,        14.39,    17.08,   485.50,   856.50,   477.00,   849.00,    31,
     249,    5.68,    5.68,        25.33,    17.08,   528.00,   748.00,   518.00,   740.00,    48,
     250,    5.28,    5.28,        21.88,    17.08,   637.00,   690.00,   627.00,   682.00,    49,
     251,    4.92,    4.92,           19,    17.08,   559.50,   600.00,   550.00,   592.00,    50,
     252,    4.77,    4.77,        17.85,    17.08,   436.00,   516.00,   427.00,   508.00,    51,
     253,    5.21,    5.21,         21.3,    17.08,   723.00,   265.00,   714.00,   256.00,    52,
     254,    6.05,    6.05,        28.79,    17.08,   618.00,   224.50,   608.00,   215.00,    53,
     255,    4.77,    4.77,        17.85,    17.08,   736.50,   193.50,   728.00,   185.00,    54,
     257,    4.84,    4.84,        18.42,    17.13,   636.50,   848.00,   628.00,   840.00,    49,
     258,    4.99,    4.99,        19.58,    17.13,   560.00,   758.00,   550.00,   750.00,    50,
     259,    4.77,    4.77,        17.85,    17.13,   436.00,   672.00,   427.00,   664.00,    51,
     260,    4.45,    4.45,        15.55,    17.13,   722.50,   423.00,   714.00,   415.00,    52,
     261,    6.05,    6.05,        28.79,    17.13,   619.00,   380.00,   609.00,   371.00,    53,
     262,    4.84,    4.84,        18.42,    17.13,   737.50,   352.00,   728.00,   344.00,    54,
     263,    5.35,    5.35,        22.46,    17.13,   851.50,   102.00,   842.00,    93.00,    55,
     264,    5.68,    5.68,        25.33,    17.13,   646.50,    69.50,   637.00,    60.00,    56,
     266,    4.69,    4.69,        17.27,    17.18,   437.00,   870.50,   428.00,   863.00,    51,
     267,    4.19,    4.19,        13.82,    17.18,   723.50,   621.00,   716.00,   613.00,    52,
     268,    5.93,    5.93,        27.64,    17.18,   619.50,   577.50,   609.00,   569.00,    53,
     269,    4.45,    4.45,        15.55,    17.18,   737.50,   551.00,   729.00,   543.00,    54,
     270,    5.61,    5.61,        24.76,    17.18,   852.50,   300.00,   843.00,   291.00,    55,
     271,    5.87,    5.87,        27.06,    17.18,   647.00,   265.00,   637.00,   256.00,    56,
     272,    5.48,    5.48,        23.61,    17.18,   661.50,   141.50,   652.00,   133.00,    57,
     273,    5.21,    5.21,         21.3,    17.18,   825.00,   136.00,   816.00,   127.00,    58,
     275,    4.37,    4.37,        14.97,    17.22,   724.00,   838.00,   716.00,   830.00,    52,
     276,    5.55,    5.55,        24.18,    17.22,   620.00,   793.00,   610.00,   785.00,    44,
     277,    4.11,    4.11,        13.24,    17.22,   739.00,   768.50,   731.00,   761.00,    54,
     278,    5.14,    5.14,        20.73,    17.22,   853.50,   515.00,   844.00,   506.00,    55,
     279,    6.05,    6.05,        28.79,    17.22,   648.00,   478.50,   638.00,   469.00,    56,
     280,    5.21,    5.21,         21.3,    17.22,   662.50,   360.50,   653.00,   352.00,    57,
     281,    5.21,    5.21,         21.3,    17.22,   824.50,   353.00,   816.00,   344.00,    58,
     282,    5.99,    5.99,        28.21,    17.22,   545.50,   248.00,   535.00,   239.00,    59,
     283,    5.55,    5.55,        24.18,    17.22,   403.50,   133.00,   394.00,   124.00,    60,
     284,    5.21,    5.21,         21.3,    17.22,   621.50,    98.00,   613.00,    89.00,    61,
     285,    5.61,    5.61,        24.76,    17.22,   497.00,    66.50,   487.00,    57.00,    62,
     287,    5.07,    5.07,        20.15,    17.27,   853.50,   706.00,   844.00,   698.00,    55,
     288,    5.93,    5.93,        27.64,    17.27,   648.00,   668.50,   638.00,   660.00,    56,
     289,    5.21,    5.21,         21.3,    17.27,   663.00,   555.00,   653.00,   547.00,    57,
     290,    4.84,    4.84,        18.42,    17.27,   825.50,   545.50,   816.00,   538.00,    58,
     291,    6.23,    6.23,        30.52,    17.27,   546.50,   436.50,   536.00,   428.00,    59,
     292,    5.61,    5.61,        24.76,    17.27,   404.00,   322.50,   394.00,   314.00,    60,
     293,    4.53,    4.53,        16.12,    17.27,   622.00,   284.00,   614.00,   276.00,    61,
     294,    5.87,    5.87,        27.06,    17.27,   497.00,   260.00,   487.00,   251.00,    62,
     295,    5.07,    5.07,        20.15,    17.27,   740.50,   178.00,   732.00,   169.00,    63,
     296,    4.69,    4.69,        17.27,    17.32,   854.50,   847.00,   846.00,   839.00,    55,
     297,    5.42,    5.42,        23.03,    17.32,   649.00,   808.00,   639.00,   799.00,    56,
     298,    4.99,    4.99,        19.58,    17.32,   663.50,   698.00,   654.00,   690.00,    57,
     299,    4.69,    4.69,        17.27,    17.32,   826.50,   687.00,   818.00,   679.00,    58,
     300,    5.48,    5.48,        23.61,    17.32,   547.00,   576.50,   537.00,   568.00,    59,
     301,    5.21,    5.21,         21.3,    17.32,   404.50,   463.00,   395.00,   455.00,    60,
     302,    4.37,    4.37,        14.97,    17.32,   622.00,   422.00,   614.00,   414.00,    61,
     303,    5.68,    5.68,        25.33,    17.32,   498.00,   402.50,   488.00,   394.00,    62,
     304,    4.69,    4.69,        17.27,    17.32,   740.50,   321.00,   732.00,   313.00,    63,
     309,    5.61,    5.61,        24.76,    17.35,   547.50,   789.00,   537.00,   781.00,    59,
     310,    4.77,    4.77,        17.85,    17.35,   404.50,   677.00,   396.00,   669.00,    60,
     311,    4.19,    4.19,        13.82,    17.35,   623.50,   631.00,   616.00,   623.00,    53,
     312,    5.21,    5.21,         21.3,    17.35,   498.00,   621.00,   488.00,   613.00,    62,
     313,    4.45,    4.45,        15.55,    17.35,   742.00,   538.00,   734.00,   530.00,    63,
     314,    5.48,    5.48,        23.61,    17.35,   558.50,   263.50,   549.00,   255.00,    64,
     315,    5.93,    5.93,        27.64,    17.35,   627.00,   240.50,   617.00,   231.00,    65,
     318,    4.11,    4.11,        13.24,    17.39,   624.50,   864.00,   617.00,   856.00,    44,
     319,    4.84,    4.84,        18.42,    17.39,   498.00,   864.00,   489.00,   856.00,    62,
     320,    4.11,    4.11,        13.24,    17.39,   742.50,   779.50,   735.00,   772.00,    54,
     321,    4.99,    4.99,        19.58,    17.39,   559.00,   507.50,   549.00,   500.00,    64,
     322,    6.05,    6.05,        28.79,    17.39,   628.00,   479.50,   618.00,   471.00,    65,
     323,    6.46,    6.46,        32.82,    17.39,   820.00,   284.00,   810.00,   275.00,    66,
     324,    4.77,    4.77,        17.85,    17.44,   559.00,   732.00,   550.00,   724.00,    64,
     325,    5.68,    5.68,        25.33,    17.44,   628.50,   700.50,   618.00,   692.00,    65,
     326,    5.93,    5.93,        27.64,    17.44,   820.50,   505.00,   811.00,   496.00,    66,
     327,    5.87,    5.87,        27.06,    17.44,   427.50,   202.00,   417.00,   193.00,    67,
     328,    5.28,    5.28,        21.88,    17.44,   759.50,   195.00,   751.00,   186.00,    68,
     329,    5.28,    5.28,        21.88,    17.44,   658.50,   194.00,   649.00,   185.00,    69,
     330,    5.42,    5.42,        23.03,    17.44,   873.50,   104.00,   864.00,    95.00,    70,
     331,    4.45,    4.45,        15.55,    17.49,   560.00,   858.00,   552.00,   850.00,    64,
     332,    5.14,    5.14,        20.73,    17.49,   628.00,   824.00,   619.00,   816.00,    53,
     333,    5.28,    5.28,        21.88,    17.49,   820.50,   629.00,   811.00,   621.00,    66,
     334,    6.11,    6.11,        29.36,    17.49,   428.50,   325.00,   418.00,   316.00,    67,
